date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:56	25294/25294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262ce-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.eot?	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regulard41d.eot	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:56	28848/28848	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2270b0-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.woff	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.woff	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:57	50964/50964	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22c714-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.ttf	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.ttf	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:58	131117/131117	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222002d-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.svg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.svg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:59	68656/68656	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%2210c30-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/eras.ttf	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/eras.ttf	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:59	13584/13584	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223510-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello.eot?14587781	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello644e.eot	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:00	8660/8660	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2221d4-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello.woff?14587781	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello644e.woff	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:00	13416/13416	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%223468-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello.ttf?14587781	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello644e.ttf	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:01	16096/16096	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223ee0-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello.svg?14587781	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/fontello644e.svg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:01	498/498	---M--	200	added ('OK')	image/png	etag:%221f2-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/close.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/close.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:02	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/loading.gif	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/loading.gif	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:02	1642/1642	---M--	200	added ('OK')	image/png	etag:%2266a-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/prev.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/prev.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:03	1639/1639	---M--	200	added ('OK')	image/png	etag:%22667-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/next.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/next.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:04	116181/116181	---M--	200	added ('OK')	image/jpeg	etag:%221c5d5-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/home-bg.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/home-bg.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:05	140581/140581	---M--	200	added ('OK')	image/jpeg	etag:%2222525-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/texture.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/texture.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:06	64590/64590	---M--	200	added ('OK')	image/jpeg	etag:%22fc4e-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/contact-bg.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/contact-bg.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:06	3629/3629	---M--	200	added ('OK')	image/png	etag:%22e2d-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/logo.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/logo.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:06	20180/20180	---M--	200	added ('OK')	image/png	etag:%224ed4-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/sprite.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/sprite.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:06	6641/6641	---M--	200	added ('OK')	image/png	etag:%2219f1-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/arrow-bg-1.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/arrow-bg-1.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:07	6461/6461	---M--	200	added ('OK')	image/png	etag:%22193d-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/arrow-bg-2.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/arrow-bg-2.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:08	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:10%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/poolbar.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/poolbar.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:09	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:11%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/out-divider.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/out-divider.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:10	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:12%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/theater.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/theater.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:11	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:13%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/in-divider.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/in-divider.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:12	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:14%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/3spot.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/3spot.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:13	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:15%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/wine-holder.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/wine-holder.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:14	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:16%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/resident.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/resident.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:15	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:17%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/museum.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/museum.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:16	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:18%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/triangle.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/architecture/triangle.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:17	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:19%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/cards.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/cards.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:18	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:20%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/cv.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/cv.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:19	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:21%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/oltre.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/oltre.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:20	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:22%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/oltre-bar.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/oltre-bar.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:21	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:23%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/thesis.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/thesis.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:22	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:24%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/menu.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/menu.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:23	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:25%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/ventalia.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/ventalia.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:25	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:27%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/logos.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/logos.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:26	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:28%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/posters.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/graphics/posters.jpg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:26	6815/6815	---M--	200	added ('OK')	image/png	etag:%221a9f-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/design-award-white-gray.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/design-award-white-gray.png	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:31:27	15287/15287	---M--	200	added ('OK')	image/png	etag:%223bb7-5786342d7d03c%22	https://inoscuisine.com/wp-content/plugins/easy-fancybox/images/fancybox.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/easy-fancybox/images/fancybox.png	(from https://inoscuisine.com/wp-content/plugins/easy-fancybox/css/jquery.fancybox.1.3.23.min.css)
12:31:28	203/203	---M--	200	added ('OK')	image/png	etag:%22cb-5786342d7d03c%22	https://inoscuisine.com/wp-content/plugins/easy-fancybox/images/fancybox-x.png	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/easy-fancybox/images/fancybox-x.png	(from https://inoscuisine.com/wp-content/plugins/easy-fancybox/css/jquery.fancybox.1.3.23.min.css)
12:31:29	2244/2244	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:31:31%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fproducts-page%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed4ed8.json	(from https://inoscuisine.com/products-page/)
12:31:30	2341/2341	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202020%2005:31:32%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fproducts-page%2F&format=xml	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embedd105	(from https://inoscuisine.com/products-page/)
12:31:30	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:32%20GMT	http://inos.aksisoft.com/wp-content/uploads/2015/05/tumblr_mjc5c2RbpR1s773u2o1_r1_1280.jpg	F:/dony/httrack/inos.old/inos.old4/inos.aksisoft.com/wp-content/uploads/2015/05/tumblr_mjc5c2RbpR1s773u2o1_r1_1280.jpg	(from https://inoscuisine.com/products-page/cookie/)
12:31:35	38450/38450	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:33%20GMT	https://inoscuisine.com/products-page/cuisine/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/feed/index.html	(from https://inoscuisine.com/products-page/cuisine/)
12:31:36	38450/38450	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:33%20GMT	https://inoscuisine.com/products-page/dessert/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/feed/index.html	(from https://inoscuisine.com/products-page/dessert/)
12:31:36	38450/38450	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:31:33%20GMT	https://inoscuisine.com/products-page/anniversary/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/feed/index.html	(from https://inoscuisine.com/products-page/anniversary/)
12:31:37	2517/2517	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:31:39%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fproducts-page%2Fanniversary%2Fanotherproject%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed83ff.json	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:31:39%20GMT	https://inoscuisine.com/?p=250	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/indexc807.html	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:38	2650/2650	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202020%2005:31:40%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fproducts-page%2Fanniversary%2Fanotherproject%2F&format=xml	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed07a9	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:39	162644/162644	---M--	200	added ('OK')	image/jpeg	etag:%2227b54-52bcf8d46b800%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7263.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7263.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:39	155900/155900	---M--	200	added ('OK')	image/jpeg	etag:%22260fc-52bcf8ccca600%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7262.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7262.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:40	113889/113889	---M--	200	added ('OK')	image/jpeg	etag:%221bce1-52bcf8ac5d980%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7249.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7249.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:41	131253/131253	---M--	200	added ('OK')	image/jpeg	etag:%22200b5-52bcf89391f00%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7261.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7261.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:42	132403/132403	---M--	200	added ('OK')	image/jpeg	etag:%2220533-52bcf71060d80%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7258.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7258.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:42	153493/153493	---M--	200	added ('OK')	image/jpeg	etag:%2225795-52bcf70c90480%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7218.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7218.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:43	149786/149786	---M--	200	added ('OK')	image/jpeg	etag:%222491a-52bcf6fb65c00%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF72081.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF72081.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:44	84516/84516	---M--	200	added ('OK')	image/jpeg	etag:%2214a24-52bcf6f5ace80%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7198.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7198.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:45	155315/155315	---M--	200	added ('OK')	image/jpeg	etag:%2225eb3-52bcf6e66aa80%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7209.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7209.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:46	159245/159245	---M--	200	added ('OK')	image/jpeg	etag:%2226e0d-52bcf56adab00%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF71631.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF71631.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:47	166722/166722	---M--	200	added ('OK')	image/jpeg	etag:%2228b42-52bcf4fc3a600%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7251.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7251.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:48	147061/147061	---M--	200	added ('OK')	image/jpeg	etag:%2223e75-52bcf4f499400%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7238.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7238.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:48	149786/149786	---M--	200	added ('OK')	image/jpeg	etag:%222491a-52bcf4ecf8200%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7208.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7208.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:49	114344/114344	---M--	200	added ('OK')	image/jpeg	etag:%221bea8-52bcf4e927900%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7204.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7204.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:50	156190/156190	---M--	200	added ('OK')	image/jpeg	etag:%222621e-52bcf4ddb5e00%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7168.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7168.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:51	159245/159245	---M--	200	added ('OK')	image/jpeg	etag:%2226e0d-52bcf4d7fd080%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7163.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7163.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:52	142309/142309	---M--	200	added ('OK')	image/jpeg	etag:%2222be5-52bcf4d42c780%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7162.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7162.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:53	154096/154096	---M--	200	added ('OK')	image/jpeg	etag:%22259f0-52bcf45091100%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7230.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7230.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:53	84098/84098	---M--	200	added ('OK')	image/jpeg	etag:%2214882-52bcf92c28700%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7256.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7256.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:54	137149/137149	---M--	200	added ('OK')	image/jpeg	etag:%22217bd-52bcf94123880%22	https://inoscuisine.com/wp-content/uploads/2016/01/DSCF7257.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2016/01/DSCF7257.jpg	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:55	1542/1542	---M--	200	added ('OK')	image/gif	etag:%22606-57863432023dc%22	https://inoscuisine.com/wp-content/plugins/wp-e-commerce/wpsc-components/theme-engine-v1/templates/wpsc-images/indicator.gif	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/wp-e-commerce/wpsc-components/theme-engine-v1/templates/wpsc-images/indicator.gif	(from https://inoscuisine.com/products-page/anniversary/anotherproject/)
12:31:56	2458/2458	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:31:58%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fproducts-page%2Fanniversary%2Fassorted-inos-cake%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed43e1.json	(from https://inoscuisine.com/products-page/anniversary/assorted-inos-cake/)
12:31:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:31:59%20GMT	https://inoscuisine.com/?p=249	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/index1a93.html	(from https://inoscuisine.com/products-page/anniversary/assorted-inos-cake/)
