date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:56	168493/168493	---M--	200	added ('OK')	image/jpeg	etag:%222922d-517358a076800%22	https://inoscuisine.com/wp-content/uploads/2015/05/tumblr_mixa35XQJK1s773u2o1_1280-e1432889036208.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2015/05/tumblr_mixa35XQJK1s773u2o1_1280-e1432889036208.jpg	(from https://inoscuisine.com/products-page/cookie/)
12:29:56	118765/118765	---M--	200	added ('OK')	image/jpeg	etag:%221cfed-517358a076800%22	https://inoscuisine.com/wp-content/uploads/2015/05/tumblr_mix65acYCq1s773u2o1_12801-e1432889142806.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2015/05/tumblr_mix65acYCq1s773u2o1_12801-e1432889142806.jpg	(from https://inoscuisine.com/products-page/cookie/)
12:29:56	254965/254965	---M--	200	added ('OK')	image/jpeg	etag:%223e3f5-5157af9852800%22	https://inoscuisine.com/wp-content/uploads/2014/05/tumblr_mkdcamKy1A1s773u2o3_1280.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/uploads/2014/05/tumblr_mkdcamKy1A1s773u2o3_1280.jpg	(from https://inoscuisine.com/products-page/cookie/)
12:29:58	195526/195526	---M--	200	added ('OK')	image/jpeg	etag:%222fbc6-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/img/cv.jpg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/img/cv.jpg	(from https://inoscuisine.com/products-page/cookie/)
12:30:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:02%20GMT	https://inoscuisine.com/products-page/anniversary/anotherproject	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/anotherproject	(from https://inoscuisine.com/products-page/cookie/)
12:30:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:03%20GMT	https://inoscuisine.com/products-page/anniversary/assorted-inos-cake	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/assorted-inos-cake	(from https://inoscuisine.com/products-page/cookie/)
12:30:01	31102/31102	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:03%20GMT	https://inoscuisine.com/products-page/anniversary/anotherproject/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/anotherproject/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:02	28347/28347	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:04%20GMT	https://inoscuisine.com/products-page/anniversary/assorted-inos-cake/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/assorted-inos-cake/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:04%20GMT	https://inoscuisine.com/products-page/anniversary/assorted-inos-pudding	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/assorted-inos-pudding.49.delayed	(from https://inoscuisine.com/products-page/cookie/)
12:30:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:05%20GMT	https://inoscuisine.com/products-page/anniversary/praline-chocolate	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/praline-chocolate	(from https://inoscuisine.com/products-page/cookie/)
12:30:03	27872/27872	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:05%20GMT	https://inoscuisine.com/products-page/anniversary/assorted-inos-pudding/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/assorted-inos-pudding/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:04	27851/27851	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:06%20GMT	https://inoscuisine.com/products-page/anniversary/praline-chocolate/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/praline-chocolate/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:06%20GMT	https://inoscuisine.com/products-page/anniversary/208-2	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/208-2	(from https://inoscuisine.com/products-page/cookie/)
12:30:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:08%20GMT	https://inoscuisine.com/products-page/anniversary/sirloin-steak	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/sirloin-steak	(from https://inoscuisine.com/products-page/cookie/)
12:30:06	28231/28231	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:08%20GMT	https://inoscuisine.com/products-page/anniversary/208-2/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/208-2/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:07	29174/29174	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:09%20GMT	https://inoscuisine.com/products-page/anniversary/sirloin-steak/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/sirloin-steak/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:09%20GMT	https://inoscuisine.com/products-page/anniversary/inos-peking-duck-specialities	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/inos-peking-duck-specialities	(from https://inoscuisine.com/products-page/cookie/)
12:30:08	30167/30167	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:10%20GMT	https://inoscuisine.com/products-page/anniversary/inos-peking-duck-specialities/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/inos-peking-duck-specialities/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:10%20GMT	https://inoscuisine.com/products-page/anniversary/premium-catering-bank-jateng-event-at-semarang	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/premium-catering-bank-jateng-event-at-semarang	(from https://inoscuisine.com/products-page/cookie/)
12:30:09	29253/29253	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:11%20GMT	https://inoscuisine.com/products-page/anniversary/premium-catering-bank-jateng-event-at-semarang/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/premium-catering-bank-jateng-event-at-semarang/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:11%20GMT	https://inoscuisine.com/products-page/anniversary/now-we-are-at-zest-hotel-surabaya	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/now-we-are-at-zest-hotel-surabaya	(from https://inoscuisine.com/products-page/cookie/)
12:30:10	28751/28751	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:12%20GMT	https://inoscuisine.com/products-page/anniversary/now-we-are-at-zest-hotel-surabaya/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/anniversary/now-we-are-at-zest-hotel-surabaya/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:13%20GMT	https://inoscuisine.com/products-page/cuisine/beef-paillard-with-cafe-de-paris-butter	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/beef-paillard-with-cafe-de-paris-butter	(from https://inoscuisine.com/products-page/cookie/)
12:30:12	28978/28978	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:14%20GMT	https://inoscuisine.com/products-page/cuisine/beef-paillard-with-cafe-de-paris-butter/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/beef-paillard-with-cafe-de-paris-butter/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:14%20GMT	https://inoscuisine.com/products-page/cuisine/roast-lamb-cutlet-with-herbs-provencale	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/roast-lamb-cutlet-with-herbs-provencale	(from https://inoscuisine.com/products-page/cookie/)
12:30:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:15%20GMT	https://inoscuisine.com/products-page/cuisine/us-top-blade-with-shalot	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/us-top-blade-with-shalot	(from https://inoscuisine.com/products-page/cookie/)
12:30:13	27928/27928	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:15%20GMT	https://inoscuisine.com/products-page/cuisine/roast-lamb-cutlet-with-herbs-provencale/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/roast-lamb-cutlet-with-herbs-provencale/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:14	27648/27648	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:16%20GMT	https://inoscuisine.com/products-page/cuisine/us-top-blade-with-shalot/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/us-top-blade-with-shalot/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:16%20GMT	https://inoscuisine.com/products-page/cuisine/chicken-steak	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/chicken-steak	(from https://inoscuisine.com/products-page/cookie/)
12:30:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:18%20GMT	https://inoscuisine.com/products-page/cuisine/australian-sirloin-steak	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/australian-sirloin-steak	(from https://inoscuisine.com/products-page/cookie/)
12:30:16	27562/27562	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:18%20GMT	https://inoscuisine.com/products-page/cuisine/chicken-steak/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/chicken-steak/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:17	27586/27586	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:19%20GMT	https://inoscuisine.com/products-page/cuisine/australian-sirloin-steak/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/australian-sirloin-steak/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:19%20GMT	https://inoscuisine.com/products-page/cuisine/inos-selection-of-steak	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/inos-selection-of-steak	(from https://inoscuisine.com/products-page/cookie/)
12:30:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:22%20GMT	https://inoscuisine.com/products-page/cuisine/grilled-salmon-with-herbs-with-gribiche-sauce	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/grilled-salmon-with-herbs-with-gribiche-sauce	(from https://inoscuisine.com/products-page/cookie/)
12:30:21	28711/28711	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:23%20GMT	https://inoscuisine.com/products-page/cuisine/inos-selection-of-steak/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/inos-selection-of-steak/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:22	27966/27966	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:24%20GMT	https://inoscuisine.com/products-page/cuisine/grilled-salmon-with-herbs-with-gribiche-sauce/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/grilled-salmon-with-herbs-with-gribiche-sauce/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:24%20GMT	https://inoscuisine.com/products-page/cuisine/grilled-prawn-with-provencale-butter	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/grilled-prawn-with-provencale-butter	(from https://inoscuisine.com/products-page/cookie/)
12:30:24	27968/27968	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:26%20GMT	https://inoscuisine.com/products-page/cuisine/grilled-prawn-with-provencale-butter/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/grilled-prawn-with-provencale-butter/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:26%20GMT	https://inoscuisine.com/products-page/cuisine/dori-fillet-with-lemon-and-herbs-butter-sauce	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/dori-fillet-with-lemon-and-herbs-butter-sauce	(from https://inoscuisine.com/products-page/cookie/)
12:30:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:27%20GMT	https://inoscuisine.com/products-page/dessert/crepe-suzzete	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/crepe-suzzete	(from https://inoscuisine.com/products-page/cookie/)
12:30:25	27870/27870	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:27%20GMT	https://inoscuisine.com/products-page/cuisine/dori-fillet-with-lemon-and-herbs-butter-sauce/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/cuisine/dori-fillet-with-lemon-and-herbs-butter-sauce/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:29%20GMT	https://inoscuisine.com/products-page/dessert/chocolate-mousse-with-mint-sauce	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/chocolate-mousse-with-mint-sauce	(from https://inoscuisine.com/products-page/cookie/)
12:30:27	27847/27847	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:29%20GMT	https://inoscuisine.com/products-page/dessert/crepe-suzzete/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/crepe-suzzete/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:28	27991/27991	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:30%20GMT	https://inoscuisine.com/products-page/dessert/chocolate-mousse-with-mint-sauce/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/chocolate-mousse-with-mint-sauce/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:31%20GMT	https://inoscuisine.com/products-page/dessert/fruits-charlotte-with-raspberry-coulis	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/fruits-charlotte-with-raspberry-coulis	(from https://inoscuisine.com/products-page/cookie/)
12:30:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:31%20GMT	https://inoscuisine.com/products-page/dessert/croquembouche	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/croquembouche	(from https://inoscuisine.com/products-page/cookie/)
12:30:30	27882/27882	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:32%20GMT	https://inoscuisine.com/products-page/dessert/fruits-charlotte-with-raspberry-coulis/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/fruits-charlotte-with-raspberry-coulis/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:31	28689/28689	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:33%20GMT	https://inoscuisine.com/products-page/dessert/croquembouche/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/croquembouche/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:33%20GMT	https://inoscuisine.com/products-page/dessert/apple-tart-a-la-tatin	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/apple-tart-a-la-tatin	(from https://inoscuisine.com/products-page/cookie/)
12:30:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:34%20GMT	https://inoscuisine.com/products-page/dessert/floating-island-creme-pudding-served-with-vanila-sauce	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/floating-island-creme-pudding-served-with-vanila-sauce	(from https://inoscuisine.com/products-page/cookie/)
12:30:32	27790/27790	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:34%20GMT	https://inoscuisine.com/products-page/dessert/apple-tart-a-la-tatin/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/apple-tart-a-la-tatin/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:32	24223/24223	---M-Z	200	added ('OK')	application/javascript	etag:%225e9f-4fa72e01c2800-gzip%22	https://inoscuisine.com/wp-content/themes/storefront-paper/js/layout.js	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/js/layout.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:32	56924/56924	---MCZ	200	added ('OK')	application/javascript	etag:%225e56c80f-de5c%22	https://ws.sharethis.com/button/buttons.js?ver=4.9.13	F:/dony/httrack/inos.old/inos.old4/ws.sharethis.com/button/buttonsc8f9.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:33	28785/28785	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Mar%202020%2005:30:35%20GMT	https://inoscuisine.com/products-page/dessert/floating-island-creme-pudding-served-with-vanila-sauce/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/products-page/dessert/floating-island-creme-pudding-served-with-vanila-sauce/index.html	(from https://inoscuisine.com/products-page/cookie/)
12:30:33	1254/1254	---M-Z	200	added ('OK')	application/javascript	etag:%224e6-4fa2268bea800-gzip%22	https://inoscuisine.com/wp-content/themes/storefront-paper/js/small-menu.js?ver=20120206	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/js/small-menu11a8.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:33	19820/19820	---M-Z	200	added ('OK')	application/javascript	etag:%224d6c-5786342d7b0fc-gzip%22	https://inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.fancybox.1.3.23.min.js	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.fancybox.1.3.23.min.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:33	2302/2302	---M-Z	200	added ('OK')	application/javascript	etag:%228fe-5786342d7b0fc-gzip%22	https://inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.easing.1.4.1.min.js	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.easing.1.4.1.min.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:34	2609/2609	---M-Z	200	added ('OK')	application/javascript	etag:%22a31-5786342d7b0fc-gzip%22	https://inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.mousewheel.3.1.13.min.js	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/plugins/easy-fancybox/js/jquery.mousewheel.3.1.13.min.js	(from https://inoscuisine.com/products-page/cookie/)
12:30:34	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Mar%202020%2005:30:36%20GMT	http://inos.aksisoft.com/wp-content/uploads/2015/05/Home-front-05-e1432831964518.png	F:/dony/httrack/inos.old/inos.old4/inos.aksisoft.com/wp-content/uploads/2015/05/Home-front-05-e1432831964518.png	(from https://inoscuisine.com/index.php)
12:30:37	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Mar%202020%2005:30:39%20GMT	http://inos.aksisoft.com/wp-content/uploads/2015/05/Home-front-03-e1432831924131.png	F:/dony/httrack/inos.old/inos.old4/inos.aksisoft.com/wp-content/uploads/2015/05/Home-front-03-e1432831924131.png	(from https://inoscuisine.com/index.php)
12:30:43	2199/2199	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:30:43%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fhome%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed5b63.json	(from https://inoscuisine.com/home/)
12:30:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:44%20GMT	https://inoscuisine.com/?p=49	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/index0012.html	(from https://inoscuisine.com/home/)
12:30:46	723/723	---M-Z	200	added ('OK')	application/rss+xml	etag:%2203c30a6b4767f8d6ba2d31844cbdfa40-gzip%22	https://inoscuisine.com/home/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/home/feed/index.html	(from https://inoscuisine.com/home/)
12:30:46	2296/2296	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202020%2005:30:48%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fhome%2F&format=xml	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed7cbe	(from https://inoscuisine.com/home/)
12:30:47	2386/2386	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:30:50%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fcontact-us%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed4b61.json	(from https://inoscuisine.com/contact-us/)
12:30:48	735/735	---M-Z	200	added ('OK')	application/rss+xml	etag:%2203c30a6b4767f8d6ba2d31844cbdfa40-gzip%22	https://inoscuisine.com/contact-us/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/contact-us/feed/index.html	(from https://inoscuisine.com/contact-us/)
12:30:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:50%20GMT	https://inoscuisine.com/?p=32	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/index6c46.html	(from https://inoscuisine.com/contact-us/)
12:30:48	2521/2521	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202020%2005:30:50%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fcontact-us%2F&format=xml	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embedcce7	(from https://inoscuisine.com/contact-us/)
12:30:49	2370/2370	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202020%2005:30:52%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fabout%2F	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed65bd.json	(from https://inoscuisine.com/about/)
12:30:50	728/728	---M-Z	200	added ('OK')	application/rss+xml	etag:%2203c30a6b4767f8d6ba2d31844cbdfa40-gzip%22	https://inoscuisine.com/about/feed/	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/about/feed/index.html	(from https://inoscuisine.com/about/)
12:30:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202020%2005:30:53%20GMT	https://inoscuisine.com/?p=16	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/index0e62.html	(from https://inoscuisine.com/about/)
12:30:51	2505/2505	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202020%2005:30:53%20GMT	https://inoscuisine.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Finoscuisine.com%2Fabout%2F&format=xml	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-json/oembed/1.0/embed77ca	(from https://inoscuisine.com/about/)
12:30:51	24281/24281	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ed9-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.eot	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.eot	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:52	24281/24281	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ed9-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.eot?	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksandd41d.eot	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:53	38464/38464	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Mar%202020%2005:30:55%20GMT	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.woff	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.woff	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:54	49308/49308	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22c09c-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.ttf	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.ttf	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:55	124451/124451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221e623-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.svg	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand.svg	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
12:30:56	25294/25294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262ce-4fa5ec244c800%22	https://inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.eot	F:/dony/httrack/inos.old/inos.old4/inoscuisine.com/wp-content/themes/storefront-paper/fonts/quicksand-regular.eot	(from https://inoscuisine.com/wp-content/themes/storefront-paper/style.css?ver=4.9.13)
